"id","registered_name","active_ingredient","pharmaceutical_form","insurance_list","issuing","atc","license_holder"
"GMmhlzxtg7BqpNy1iNDsZ9mVlPO","DuoResp Spiromax 9mcg/doza+320mcg/doza prašak za inhalaciju","formoterol, budesonid","prašak za inhalaciju","A+A1","R","R03AK07","ACTAVIS D.O.O. BEOGRAD"
"rsw7g4mKITV1nrQpermxrtYxwOZ","Micardis® 40mg tableta","telmisartan","tableta","A1","R","C09CA07","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"8kBbxnvYdScIO0PN2Uv03VSFiyF","Temozolomide PharmaSwiss 250mg kapsula, tvrda","temozolomid","kapsula, tvrda",,"R","L01AX03","PHARMASWISS D.O.O., BEOGRAD"
"D9naDLSNPqoCryc1ebVQ9CjJo9J","Berodual® 0.5mg/mL+0.25mg/mL rastvor za raspršivanje","fenoterol, ipratropijum-bromid","rastvor za raspršivanje","A","R","R03AL01","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"npNW2EwBEPgs7oAFauGMRRo56qI","Enzix® duo forte 20mg+2.5mg tableta+film tableta","enalapril, indapamid","tableta+film tableta",,"R","C09BA02","HEMOFARM AD VRŠAC"
"fo6eNuIpzKYySKG7rLr3tPXjcs9","Cetirizin 10mg film tableta","cetirizin","film tableta","A","R","R06AE07","SLAVIAMED DOO BEOGRAD"
"KJA6EcsQQw6wsZtp25sMlCJght8","Concor®AM 10mg+10mg tableta","bisoprolol, amlodipin","tableta",,"R","C07FB07","MERCK D.O.O. BEOGRAD"
"JJauDI1OcBI31D6dZohchy8rYA8","Volibris® 10mg film tableta","ambrisentan","film tableta",,"SZR","C02KX02","GLAXOSMITHKLINE D.O.O. BEOGRAD - NOVI BEOGRAD"
"14CK46YsT2USSm0DcO7JkeUwPF8","Clarinase® 120mg+5mg tableta sa produženim oslobađanjem","pseudoefedrin, loratadin","tableta sa produženim oslobađanjem",,"R","R01BA52","BAYER D.O.O. BEOGRAD"
"FodwvjxAljcJ3WSRNLUU0CRuLjP","Zypsila® 80mg kapsula, tvrda","ziprasidon","kapsula, tvrda",,"R","N05AE04","KRKA-FARMA D.O.O. BEOGRAD"
"dYubNIpVZJW4udZ6AvdCFsoaREA","Hloramkol® 1% mast za oči","hloramfenikol","mast za oči",,"R","S01AA01","HEMOFARM AD VRŠAC"
"ZmOGqHpQ8PPFU6bVruEnbCyG6DL","Renvela® 800mg film tableta","sevelamer","film tableta",,"R","V03AE02","SANOFI-AVENTIS D.O.O. BEOGRAD"
"4esNDk0umvNIHhsF5mMEWh96cpA","Flixotide® 250mcg/doza suspenzija za inhalaciju pod pritiskom","flutikazon","suspenzija za inhalaciju pod pritiskom","A+A1","R","R03BA05","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"fF6hQai0lbhnVOqM5pRrmUbhDiR","Corneregel® 50mg/g gel za oči","dekspantenol","gel za oči",,"BR","S01XA12","PHARMASWISS D.O.O., BEOGRAD"
"582BRFhG1mE9lwC9bG8y9W0iAOK","Folkodin Alkaloid® 10mg kapsula, tvrda","folkodin","kapsula, tvrda",,"R","R05DA08","ALKALOID D.O.O. BEOGRAD"
"Nt2ucyNal2XQWEHOZgUpQDKHncE","Stelara® 130mg/26mL koncentrat za rastvor za infuziju","ustekinumab","koncentrat za rastvor za infuziju",,"SZ","L04AC05","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"mGLO7fjDn6HAl8hvODJ9mAfvAdT","Pramipexole Teva 2.1mg tableta sa produženim oslobađanjem","pramipeksol","tableta sa produženim oslobađanjem",,"R","N04BC05","ACTAVIS D.O.O. BEOGRAD"
"efEUdgC3dL43ENx3CuNQJeEoZ85","Ovestin® 0.5mg vagitorija","estriol","vagitorija",,"R","G03CA04","CLINRES FARMACIJA D.O.O. BEOGRAD"
"ySixhzTqntVxcbKRyA2FeSoQ0yV","Madopar® 200mg+50mg tableta","levodopa, benzerazid","tableta","A","R","N04BA02","GALENIKA AD BEOGRAD"
"JpX9XG3YOd9jXCTyl7VWJJBlS18","Azitromicin Sandoz® 250mg film tableta","azitromicin","film tableta",,"R","J01FA10","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"YmDFLDlWi95JcmMTQoFrnKNNd5L","Madopar® Roche 200mg+50mg tableta","levodopa, benzerazid","tableta","A","R","N04BA02","ROCHE D.O.O. BEOGRAD"
"r3awnOUcvCi9QECK1BS2bK8hYe4","Zypsila® 60mg kapsula, tvrda","ziprasidon","kapsula, tvrda",,"R","N05AE04","KRKA-FARMA D.O.O. BEOGRAD"
"UNGGlbceKMcXRJhawmq2lYEYdGN","Pragiola® 150mg kapsula, tvrda","pregabalin","kapsula, tvrda","A+A1","R","N03AX16","KRKA-FARMA D.O.O. BEOGRAD"
"nzz30vfXnCiWK2zMe9yqMUyGpLt","Donepezil Sandoz® 5mg film tableta","donepezil","film tableta",,"R","N06DA02","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"76ybLJT0oYqW9jA1Uh0LweGpkn4","Advagraf® 0.5mg kapsula sa produženim oslobađanjem, tvrda","takrolimus","kapsula sa produženim oslobađanjem, tvrda","A","SZR","L04AD02","PREDSTAVNIŠTVO ASTELLAS PHARMA BEOGRAD"
"MXjMJZRzSFKxy2AQOssBzdIjUrL","Sinplatin® 50mg/50mL koncentrat za rastvor za infuziju","cisplatin","koncentrat za rastvor za infuziju","B","SZ","L01XA01","ACTAVIS D.O.O. BEOGRAD"
"UWEsM0VWTPd0teQcJO0i8PxRsjT","Isentress® 400mg film tableta","raltegravir","film tableta","A","R","J05AX08","MERCK SHARP & DOHME D.O.O."
"NHtUy402WBTPbpKepKKjsiBx8w4","Progestogel® 10mg/g gel","progesteron","gel",,"R","G03DA04","SODIMED D.O.O. BEOGRAD (VRAČAR)"
"h4K9ZcoVVe3OKLqUqr7JB1LaW1E","Epica® 75mg kapsula, tvrda","pregabalin","kapsula, tvrda","A+A1","R","N03AX16","ACTAVIS D.O.O. BEOGRAD"
"7KXOXAO4oYvUS4mgCfuc1ciMHUA","PravaCor® 20mg tableta","pravastatin","tableta","A+A1","R","C10AA03","PHARMASWISS D.O.O., BEOGRAD"
"csdKR5WPGN6zBXL7H93jvvjR2GW","Norditropin® SimpleXx® 10mg/1.5mL rastvor za injekciju u ulošku","somatropin","rastvor za injekciju u ulošku","A","SZR","H01AC01","NOVO NORDISK PHARMA DOO BEOGRAD"
"Dn96oVgZo3c70FFGQirnrrFDkeC","Didermal® 0.5mg/g+1mg/g mast","betametazon, gentamicin","mast",,"R","D07CC01","GALENIKA AD BEOGRAD"
"4uJdeCduWmQvinl6oA6BsYeADlX","Deca-Durabolin® 50mg/mL rastvor za injekciju","nandrolon","rastvor za injekciju",,"Z","A14AB01","CLINRES FARMACIJA D.O.O. BEOGRAD"
"8mMNGtZbKNyC99nRe1bIY1WQkSR","Fostimon® 75i.j. FSH/mL prašak i rastvarač za rastvor za injekciju","urofolitropin","prašak i rastvarač za rastvor za injekciju","B","SZR","G03GA04","MITER INTERNATIONAL DOO BEOGRAD"
"zYJOpjtLnEFjIMZ9MhUwrO2b5w4","Hibideks DAP® 0.12% rastvor za ispiranje usta","hlorheksidin","rastvor za ispiranje usta",,"BR","A01AB03","GALENIKA AD BEOGRAD"
"oft59QPTgmMItnehrIBad9obs9S","Stamaril® 1000i.j./0.5mL prašak i rastvarač za suspenziju za injekciju","vakcina protiv žute groznice (živa, atenuisana)","prašak i rastvarač za suspenziju za injekciju",,"Z",,"SANOFI-AVENTIS D.O.O. BEOGRAD"
"QXVF8cfFaRkMKY8Nn7KY2m5C0rH","Roferon® - A 3M.i.j./0.5mL rastvor za injekciju u napunjenom injekcionom špricu","interferon alfa-2a","rastvor za injekciju u napunjenom injekcionom špricu","B","SZR","L03AB04","ROCHE D.O.O. BEOGRAD"
"0isiXdjrJQtPReCdyTmkBSfKVJW","Atordapin® 10mg+10mg film tableta","atorvastatin, amlodipin","film tableta","A1","R","C10BX03","KRKA-FARMA D.O.O. BEOGRAD"
"xzZwbYEt3y5e9ZoExtZIcPXMTv5","Vazopamid 1.5mg tableta sa produženim oslobađanjem","indapamid","tableta sa produženim oslobađanjem","A1","R","C03BA11","ALVOGEN PHARMA D.O.O."
"EhH2oSi0dX6BVSZwijx80RuigQS","Panarak 0.18mg tableta","pramipeksol","tableta","A1","R","N04BC05","HEMOFARM AD VRŠAC"
"2QXV6a53evYtKrdTqJk1Jl89urZ","Exxiv® 60mg film tableta","etorikoksib","film tableta",,"R","M01AH05","MERCK SHARP & DOHME D.O.O."
"AqYcPvtqYdFdAyRD9kAePFuJpkN","Renvela® 2.4g prašak za oralnu suspenziju","sevelamer","prašak za oralnu suspenziju",,"R","V03AE02","SANOFI-AVENTIS D.O.O. BEOGRAD"
"GlmmH4LIS4LvIQNOitbjKp5px6A","Nivestim® 48Mj./0.5mL rastvor za injekciju/infuziju u napunjenom injekcionom špricu","filgrastim","rastvor za injekciju/infuziju u napunjenom injekcionom špricu","B","SZ","L03AA02","ALVOGEN PHARMA D.O.O."
"NVaktYuSuxJek6hjsXvFfv1Nmg6","Comtan® 200mg film tableta","entakapon","film tableta","A1","R","N04BX02","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"MdGOx6OFpIjga7pONUeYo9eM40V","Canespor® 10mg/g krem","bifonazol","krem",,"BR","D01AC10","BAYER D.O.O. BEOGRAD"
"QbOBIEyb43wkywqdoVBkdWs5X8E","Proscar® 5mg film tableta","finasterid","film tableta","A1","R","G04CB01","MERCK SHARP & DOHME D.O.O."
"8XJxRTlIeGsddnxSk4DzBYy4nS3","Fortecortin® 8mg/2mL rastvor za injekciju","deksametazon","rastvor za injekciju",,"Z","H02AB02","MERCK D.O.O. BEOGRAD"
"SgnA4mcSt7n9kK1TL2gDbghFPXY","Irumed® 5mg tableta","lizinopril","tableta","A","R","C09AA03","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"TndyD2NS57VUIhXwUz0WyUurBf7","Estracyt® 140mg kapsula, tvrda","estramustin","kapsula, tvrda","A","SZR","L01XX11","PFIZER SRB D.O.O."
"gCOSIUfnBnjAuot6LoWppdGB5C","Fenistil® 0.1% gel","dimetinden","gel",,"BR","D04AA13","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"0gKn6IRooc65zX1M60tLdHo22UE","COLOKIT 1102mg+398mg tableta","natrijum-dihidrogenfosfat, monohidrat, dinatrijum-fosfat, bezvodni","tableta",,"R",,"NEW MED D.O.O."
"NB9yy7qXFR2mnY1TAuN9Hc9uBr1","Espumisan® 40mg kapsula, meka","simetikon","kapsula, meka",,"BR","A03AX13","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"D6tDTCYQ368oozb8CEuuXKSFs9R","Pentrexyl® 500mg kapsula, tvrda","ampicilin","kapsula, tvrda",,"R","J01CA01","GALENIKA AD BEOGRAD"
"qii4C1DSsbEzxsPl996AF7UUGJ1","Klindamicin 150mg kapsula, tvrda","klindamicin","kapsula, tvrda",,"R","J01FF01","HEMOFARM AD VRŠAC"
"qk8oMjic5R6KapgjFo92VEJmCPP","Perindopril 4mg tableta","perindopril","tableta","A1","R","C09AA04","BEOHEM - 3 D.O.O."
"v63QtNnbFJxg05aCWG6ogCCT87C","Tenox® 5mg tableta","amlodipin","tableta","A","R","C08CA01","KRKA-FARMA D.O.O. BEOGRAD"
"XV2RW7h0PATSFHrXRdPniIq6A21","Moxogamma® 0.3 0.3mg film tableta","moksonidin","film tableta","A1","R","C02AC05","PREDSTAVNIŠTVO WORWAG PHARMA GMBH & CO.KG (NOVI BEOGRAD)"
"x6tkFwvEtLD7yCYlUPJjfqQhdGN","Temozolomide PharmaSwiss 140mg kapsula, tvrda","temozolomid","kapsula, tvrda",,"R","L01AX03","PHARMASWISS D.O.O., BEOGRAD"
"n4C7LQeTWmpDjjy15IdZ2oYamtA","Lata®D 10mg oralna disperzibilna tableta","escitalopram","oralna disperzibilna tableta",,"R","N06AB10","HEMOFARM AD VRŠAC"
"kBt03IVeRUBmWH9zRwxy3FuFeBE","Valsacor® 320mg film tableta","valsartan","film tableta","A1","R","C09CA03","KRKA-FARMA D.O.O. BEOGRAD"
"ahRaD3bHAdGa4JHYLEY7NVf9mD","Sindaxel® 30mg/5mL koncentrat za rastvor za infuziju","paklitaksel","koncentrat za rastvor za infuziju","B","SZ","L01CD01","ACTAVIS D.O.O. BEOGRAD"
"HMPb7O1uHYFjBbQmlrrxKjeydZE","Belosalic® 0.5mg/g+30mg/g mast","betametazon, salicilna kiselina","mast",,"R",,"PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"mvoJcP5IlhAzqDhRjoOppiLrFlG","Galipeks® 1mg tableta","pramipeksol","tableta",,"R","N04BC05","GALENIKA AD BEOGRAD"
"LPgrq537R2ead2MsGGWj0mLscsG","Elicea® 10mg film tableta","escitalopram","film tableta","A","R","N06AB10","KRKA-FARMA D.O.O. BEOGRAD"
"AyMcEvf8dHPT9crPGb4UlWqNSs8","TELUKA® 4mg tableta za žvakanje","montelukast","tableta za žvakanje","A","R","R03DC03","GALENIKA AD BEOGRAD"
"XMRF3nCE5VtA0H8Dp8dzKS5IoDW","Remisit® 800mg film tableta","sevelamer","film tableta",,"R","V03AE02","HEMOFARM AD VRŠAC"
"lbMh6gkry4pCVaG9AoaIrRfNsIK","Tefor® 850mg film tableta","metformin","film tableta","A","R","A10BA02","GALENIKA AD BEOGRAD"
"Ie1mTjINdlQBr5TNsmu748hohd3","Valodip® 160mg+5mg film tableta","valsartan, amlodipin","film tableta",,"R","C09DB01","KRKA-FARMA D.O.O. BEOGRAD"
"TLrxmLOoH9pthDAhiaxGA0vRgn3","Optiray 350 350mg I/mL rastvor za injekciju/infuziju","joversol","rastvor za injekciju/infuziju","B","SZ","V08AB07","MEDICOM D.O.O."
"mWowwcyYhtc4PIl8vqMLgqQAdE5","Celsentri® 150mg film tableta","maravirok","film tableta","A","R","J05AX09","GLAXOSMITHKLINE D.O.O. BEOGRAD - NOVI BEOGRAD"
"qubd4DYuC0fDJ93fLp6XamrJ3iP","Eporatio® 5000i.j./0.5mL rastvor za injekciju u napunjenom injekcionom špricu","epoetin teta","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","B03XA01","TEVA SERBIA D.O.O. BEOGRAD"
"KvfXJQsX5eIBYbm7gLMa8o3oDe7","Lizopril® H 20mg+12.5mg tableta","lizinopril, hidrohlortiazid","tableta","A","R","C09BA03","PREDSTAVNIŠTVO BOSNALIJEK DD, BEOGRAD"
"sxEJOKGlIdULh5LEcuwOOSnUXH2","Vitalipid N Adult 194.1mcg/mL+15mcg/mL+0.5mcg/mL+0.91mg/mL koncentrat za emulziju za infuziju","retinol, fitomenadion, ergokalciferol, tokoferol","koncentrat za emulziju za infuziju","B","SZ",,"PHARMASWISS D.O.O., BEOGRAD"
"bYYIl4EXsj4zpxG0rxGYzdoPGcJ","Exelon® 4.5mg kapsula, tvrda","rivastigmin","kapsula, tvrda","A1","R","N06DA03","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"ypBxr7fQRKXlrTntoMHM9SaYCw1","Anafranil® 25mg/2mL rastvor za injekciju","klomipramin","rastvor za injekciju","B","Z","N06AA04","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"SHKzjTTi44RxYYRKFeGCG05XwKR","Aranesp® 60mcg/0.3mL rastvor za injekciju u napunjenom injekcionom špricu","darbepoetin alfa","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","B03XA02","AMICUS SRB D.O.O."
"PHh36w9qN0QOnAtslIvzy7pIwHS","Venclyxto® 50mg film tableta","venetoklaks","film tableta",,"SZR",,"PREDSTAVNIŠTVO ABBVIE BIOPHARMACEUTICALS GMBH BEOGRAD-NOVI BEOGRAD"
"2s4a3JkIriOJC5clyjVmi04WvqO","Diovan® 40mg film tableta","valsartan","film tableta",,"R","C09CA03","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"FxhfTPRmxslwzLhXhm66qZktVy9","Ibandronat PharmaS 150mg film tableta","ibandronska kiselina","film tableta","A1","R","M05BA06","PHARMAS D.O.O. BEOGRAD"
"MZepUSzdUfNslIoRs5yT4XyOIEO","Fibrovein™ 0.5% 5mg/mL rastvor za injekciju","natrijum-tetradecilsulfat","rastvor za injekciju",,"SZ","C05BB04","ECOTRADE BG D.O.O."
"kYBMOlpOccezHoHofRMCdKalWKX","Nexium® 40mg gastrorezistentna tableta","esomeprazol","gastrorezistentna tableta",,"R","A02BC05","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"uDSEfgZ28JkwwduqJpTDntCxyXD","Tizax 2mg tableta","tizanidin","tableta",,"R","M03BX02","PHARMAS D.O.O. BEOGRAD"
"JYdgQjIiHNPPWUyC6B6jum6JVWY","Aricept® 10mg film tableta","donepezil","film tableta",,"R","N06DA02","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"gQCr4xPkPQkgi2CIXt1mlfUFPPR","Exforge HCT® 160mg+5mg+12.5mg film tableta","valsartan, amlodipin, hidrohlortiazid","film tableta",,"R","C09DX01","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"gY4rInAPzVGW0YTw1rD0stbtdhQ","Norvasc® 5mg tableta","amlodipin","tableta",,"R","C08CA01","PFIZER SRB D.O.O."
"qDl9MjRDnTa95sbPVjIhSyD9TsR","Siofor® 850 850mg film tableta","metformin","film tableta",,"R","A10BA02","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"UbhIMvcBIa1YNm1oGtszxe48v7A","Inspiron 2mg/mL sirup","fenspirid","sirup",,"R",,"PHARMACEUTICAL BALKANS DOO NOVI BEČEJ"
"6VqCAP5KvbZlf9bIsV0D6ucRSN7","Oxaliplatin LYO 100mg prašak za rastvor za infuziju","oksaliplatin","prašak za rastvor za infuziju",,"SZ","L01XA03","FRESENIUS KABI D.O.O. BEOGRAD"
"FuzhtABshRfQKrp5fYRoNccTo5M","Hepa-Merz® 5g/10mL koncentrat za rastvor za infuziju","ornitinaspartat","koncentrat za rastvor za infuziju","B","Z",,"SALVEO DOO BEOGRAD"
"MFHWPk6iFUhfz3BtB3Fnps770e7","Lyxumia® 10mcg rastvor za injekciju u penu sa uloškom","liksisenatid","rastvor za injekciju u penu sa uloškom",,"R","A10BX10","SANOFI-AVENTIS D.O.O. BEOGRAD"
"vAo2u6rNOYkxHHooOcCXzQkEa1B","Zymbaktar® 500mg film tableta","klaritromicin","film tableta",,"R","J01FA09","HEMOFARM AD VRŠAC"
"nTBlO8TgfBBYdW3rmgky5IfKXe7","Lyrica® 225mg kapsula, tvrda","pregabalin","kapsula, tvrda",,"R","N03AX16","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"r85zujdMspLNGP4Zp7Vx2GU3iK3","Gadovist® 1mmol/mL rastvor za injekciju","gadobutrol","rastvor za injekciju","B","Z","V08CA09","BAYER D.O.O. BEOGRAD"
"VF0iZBLFRQF4R0FmcZfhcOpU5UB","Amlator® 10mg+5mg film tableta","atorvastatin, amlodipin","film tableta","A1","R","C10BX03","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"iTsGlQnid9uRCRxZqNJFuNJnNyJ","Cefaklor Alkaloid® 125mg/5mL granule za oralnu suspenziju","cefahlor","granule za oralnu suspenziju",,"R","J01DC04","ALKALOID D.O.O. BEOGRAD"
"hJQsjhU132jkha969PvgPFuSNmV","Cialis® 20mg film tableta","tadalafil","film tableta",,"R","G04BE08","PREDSTAVNIŠTVO ELI LILLY (SUISSE) SA, BEOGRAD (NOVI BEOGRAD)"
"diGjjmRVJL4m5J0EbMyVIyftx2E","Diamilla® 75mcg film tableta","dezogestrel","film tableta",,"R","G03AC09","ACTAVIS D.O.O. BEOGRAD"
"mVz1UcWki6sVKQ5hQa90vBO4xkO","Ketonal® 100mg/2mL rastvor za injekciju","ketoprofen","rastvor za injekciju","B","Z","M01AE03","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"L2VsGDQgoiLDVEeXwIF5Ttpo6Pt","Hypolip 10mg film tableta","atorvastatin","film tableta","A+A1","R","C10AA05","HEMOFARM AD VRŠAC"
"3onBe7fJ0dTuLo6gdD37nvwovR8","Lanzul® 30mg gastrorezistentna kapsula, tvrda","lansoprazol","gastrorezistentna kapsula, tvrda",,"R","A02BC03","KRKA-FARMA D.O.O. BEOGRAD"
"mY6ZcL4iqOwmA5BfjPe8h2siszU","Votrient® 200mg film tableta","pazopanib","film tableta","C","SZR","L01XE11","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"m1IADVneRhGgqkSagwFP1PhcS14","Hydrocortison 2.5% mast","hidrokortizon","mast","A","R","D07AA02","GALENIKA AD BEOGRAD"
"SV3IYZXcTpbUQJr3VM3GBTEl06D","Alvesco® 160mcg/doza rastvor za inhalaciju pod pritiskom","ciklesonid","rastvor za inhalaciju pod pritiskom","A+A1","R","R03BA08","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"EfMjWaHjClKcoQPTXqJLK2QvBgF","Eglonyl® 50mg kapsula, tvrda","sulpirid","kapsula, tvrda",,"R","N05AL01","ALKALOID D.O.O. BEOGRAD"
"yIYor7yUKGLZrE7NWMFOsze07wN","Tivicay® 50mg film tableta","dolutegravir","film tableta","A","R","J05AX12","PREDSTAVNIŠTVO GLAXOSMITHKLINE EXPORT LIMITED, BEOGRAD (NOVI BEOGRAD)"
"P0bt1laGNH46NQDUWA71TtH5EET","ALOPURINOL Belupo 100mg tableta","alopurinol","tableta",,"R","M04AA01","PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)"
"2YwY0q4jMnPK6hq0EP0dtjDvU0T","Maprotilin 25mg film tableta","maprotilin","film tableta","A","R","N06AA21","ZDRAVLJE AD LESKOVAC"
"BN0WdLid1XN2ove3RalT5gzoRhF","Dexilant® 30mg kapsula sa modifikovanim oslobađanjem, tvrda","dekslansoprazol","kapsula sa modifikovanim oslobađanjem, tvrda",,"R",,"TAKEDA GMBH PREDSTAVNIŠTVO, BEOGRAD (NOVI BEOGRAD)"
"M2EDBgvgEsNu4xfLUrc0N9XHilY","Zyvox® 600mg film tableta","linezolid","film tableta","B","SZR","J01XX08","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"wpHVNfgQBFjmzsbbUfmWBwkfwsN","Reguly 2mg tableta","repaglinid","tableta",,"R","A10BX02","HEMOFARM AD VRŠAC"
"uW2B7sxaXD9ftsx9UH14Jz628lZ","Primolut®-Nor-5 5mg tableta","noretisteron","tableta",,"R","G03DC02","BAYER D.O.O. BEOGRAD"
"t2ADZDtLrRGtvVZos9KaYq0hbPU","Povidon jod HF 7.5% pena za kožu","povidon","pena za kožu","B","BR","D08AG02","HEMOFARM AD VRŠAC"
"ZVfqc6aY4BV4GEMeWR3ijeDco6V","Espumisan® L 40mg/mL oralne kapi, emulzija","simetikon","oralne kapi, emulzija",,"BR","A03AX13","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"Pwdim1ojfl23l98Wj2gIRWRbRv3","Actapax® 20mg film tableta","paroksetin","film tableta","A","R","N06AB05","ZDRAVLJE AD LESKOVAC"
"xhSdSBiz1gmHBnQGt1hSSNBs5e8","Andol® Protect 100 100mg gastrorezistentna tableta","acetilsalicilna kiselina","gastrorezistentna tableta",,"BR","B01AC06","ACTAVIS D.O.O. BEOGRAD"
"WFaW8VBDakVgE6y95TG9EEDdhGS","Azitromicin PharmaS 500mg film tableta","azitromicin","film tableta",,"R","J01FA10","PHARMAS D.O.O. BEOGRAD"
"lBy5Dx6Wz899CXXX8u9FhKY1GDD","Emadine® 0.5mg/mL kapi za oči, rastvor","emedastin","kapi za oči, rastvor",,"R","S01GX06","PREDSTAVNIŠTVO ALCON PHARMACEUTICALS LTD BEOGRAD"
"0XvlKPZ5WVqKjfoXlxRrBGUDLNL","Humira® 40mg/0.4mL rastvor za injekciju u napunjenom injekcionom špricu","adalimumab","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","L04AB04","PREDSTAVNIŠTVO ABBVIE BIOPHARMACEUTICALS GMBH BEOGRAD-NOVI BEOGRAD"
"Box6THP1dbcxeq46EXpqZMT121t","Gilestra® Duo 245mg+200mg film tableta","tenofovir, emtricitabin","film tableta","A","R","J05AR03","ACTAVIS D.O.O. BEOGRAD"
"glOGi6xNxJghcvuHbjjoitAPyEY","Klometol® 10mg tableta","metoklopramid","tableta","A","R","A03FA01","GALENIKA AD BEOGRAD"
"97XtsgYnpAXxW4BjaSSFdc0TQsL","Herceptin® 150mg prašak za koncentrat za rastvor za infuziju","trastuzumab","prašak za koncentrat za rastvor za infuziju",,"SZ","L01XC03","ROCHE D.O.O. BEOGRAD"
"bPxqx6TiheYxUWW1VoHkNcMMbhU","Bedoxin® 20mg tableta","piridoksin","tableta",,"R","A11HA02","GALENIKA AD BEOGRAD"
"jxBK7r4m7pgBWVhLhIigytovhnW","Cynarix® 55mg obložena tableta","artičoka (Cynara scolymus L.), suvi ekstrakt lista","obložena tableta",,"BR",,"PREDSTAVNIŠTVO PHARMAZEUTISCHE FABRIK MONTAVIT GES.M.B.H. BEOGRAD (VRAČAR)"
"vYh37ss7Wkr7KZlVbwuJwMZHjNJ","Fluimucil® 100 100mg granule za oralni rastvor","acetilcistein","granule za oralni rastvor",,"BR","R05CB01","BONIFAR D.O.O. NOVI BEOGRAD"
"ekvEBTkDf9VyGkrgRuPnsewfM6","Dvovalentna oralna vakcina protiv poliomijelitisa, tip 1 i 3 6log CCID50/0.1mL+5.8log CCID50/0.1mL oralna suspenzija","vakcina protiv dečje paralize(oralna)","oralna suspenzija","B","Z","J07BF04","SANOFI-AVENTIS D.O.O. BEOGRAD"
"CpuCt4EP7aCH86Gd1X8pK8HcoEY","MELPAMID® 1mg tableta","glimepirid","tableta","A","R","A10BB12","PREDSTAVNIŠTVO BOSNALIJEK DD, BEOGRAD"
"CYx9DXeRFZNeOKn3043tMO5IL1L","Dakarbazin 100mg prašak za rastvor za injekciju/infuziju","dakarbazin","prašak za rastvor za injekciju/infuziju","B","SZ","L01AX04","QUATALIA D.O.O."
"UT4LOs1mpopNxNOrwptpUX9EnB8","Olynth® HA 0.1% sprej za nos, rastvor","ksilometazolin","sprej za nos, rastvor",,"BR","R01AA07","PREDSTAVNIŠTVO JOHNSON & JOHNSON S.E. INC. BEOGRAD (NOVI BEOGRAD)"
"GjaxYr1qyc0T4zKLPjTFD0ECEnN","Levetiram® 1000mg film tableta","levetiracetam","film tableta","A","R","N03AX14","AVE PHARMACEUTICAL D.O.O. BEOGRAD"
"uE0B6s3NmcOYuYclRwWWbtz8j0C","Kytril® 1mg/mL koncentrat za rastvor za injekciju/infuziju","granisetron","koncentrat za rastvor za injekciju/infuziju",,"Z","A04AA02","ROCHE D.O.O. BEOGRAD"
